vehicle_id,trip_id,tyre_id,axle_type,odometer_km,ambient_temp_c,vehicle_speed_kmph,pressure_kpa,temperature_c,load_kg,deformation_mm,tread_depth_mm,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,vibration_rms_g,rotational_speed_rpm,pressure_deviation_pct,temp_rise_rate_c_per_min,load_ratio_pct,load_pressure_ratio,tread_wear_pct,injected_scenario,tyre_health_score,risk_class,dominant_fault
81,7,RLO,drive,224700.3,22.65,54.0,720.56,58.73,1363.09,6.07,0.3,0.09,0.0097,1.0248,-1.17,0.262,1715.989,0.0542,282.73,4.58,1.135,68.15,189.17,98.33,normal,71.76,Watch,tread_wear
29,6,RRO,drive,133373.1,23.01,91.24,724.33,74.35,1263.19,11.5,3.185,-0.0684,0.085,1.0757,-4.025,-1.602,2907.195,0.0767,484.31,5.13,0.633,63.16,174.39,82.31,normal,90.96,Healthy,none
42,4,FR,steer,6466.4,40.23,87.03,761.67,90.16,2153.62,9.42,16.625,-0.0403,-0.0292,1.0927,1.787,-0.365,2716.282,0.0607,452.39,0.48,-0.45,63.34,282.75,7.64,normal,78.8,Watch,temperature
206,4,RLI,drive,137218.4,24.0,22.24,725.77,49.35,1090.92,6.43,2.01,0.0657,0.0553,0.9966,-0.592,0.815,708.319,0.0497,119.28,5.34,1.79,54.55,150.31,88.83,normal,87.0,Healthy,tread_wear
205,1,FL,steer,2602.6,32.78,59.14,732.92,74.01,2296.73,7.95,17.149,-0.0235,-0.004,1.0025,-2.213,1.503,1837.259,0.0138,309.0,-3.31,0.58,67.55,313.36,4.73,normal,88.29,Healthy,pressure
144,7,FR,steer,293679.3,19.5,83.88,780.4,67.46,4151.93,4.34,0.3,-0.0487,-0.0268,1.0112,-3.04,0.825,2618.302,0.0328,438.32,2.96,0.998,122.12,532.03,98.33,overload,44.58,Warning,tread_wear
143,2,RRO,drive,128695.5,22.83,84.28,672.92,65.89,2007.87,11.37,6.472,0.0502,-0.0055,0.9706,-1.907,2.517,2676.789,0.0338,447.65,-2.33,1.304,100.39,298.38,64.04,normal,84.39,Healthy,load
202,3,RRO,drive,223592.7,27.22,52.75,651.27,60.51,1911.53,8.91,0.3,0.0108,-0.0017,1.0726,1.482,0.732,1680.21,0.0424,279.95,-5.48,0.021,95.58,293.51,98.33,normal,58.68,Warning,tread_wear
58,4,RRI,drive,256698.8,32.27,45.71,744.71,62.56,1601.85,10.9,2.568,0.021,0.0422,0.9829,-2.905,0.417,1460.243,0.029,243.48,8.09,1.394,80.09,215.1,85.73,tread_wear,89.97,Healthy,pressure
13,4,RRI,drive,34825.5,20.36,53.54,738.09,54.64,1104.18,6.43,15.197,-0.0642,0.1507,1.0301,2.526,0.505,1703.65,0.0961,283.64,7.13,0.665,55.21,149.6,15.57,normal,97.35,Healthy,pressure
138,4,RLO,drive,179345.4,32.34,92.9,694.99,80.22,1302.86,7.25,0.888,-0.0274,-0.118,0.9155,-3.491,3.874,2957.32,0.0853,492.7,0.87,0.809,65.14,187.46,95.07,normal,68.42,Watch,tread_wear
201,6,RLO,drive,250119.8,35.61,38.04,716.71,66.09,937.31,10.3,0.3,0.0153,-0.0109,1.0286,0.08,1.768,1215.235,0.0198,202.29,4.02,0.641,46.87,130.78,98.33,normal,67.58,Watch,tread_wear
195,2,RLI,drive,139968.2,22.99,79.66,697.66,64.21,2095.82,23.75,3.755,-0.0663,-0.0466,1.0264,-0.583,5.174,2538.013,0.0492,424.75,1.26,0.564,104.79,300.41,79.14,deformation_bulge,81.56,Healthy,load
13,8,RRI,drive,159404.9,25.08,39.07,670.35,59.29,1716.26,8.51,4.115,0.11,0.0469,0.9836,-1.352,-1.473,1240.217,0.0697,207.26,-2.71,0.716,85.81,256.02,77.14,normal,95.09,Healthy,none
197,2,FL,steer,61891.3,31.43,64.93,753.65,74.21,2416.91,9.09,10.907,-0.0211,0.0661,1.0167,1.779,2.654,2033.278,0.0412,338.5,-0.57,1.165,71.09,320.69,39.41,normal,92.49,Healthy,none
225,4,FR,steer,16258.1,32.51,42.29,736.82,64.5,2340.01,4.27,2.922,0.0241,-0.0474,0.8987,0.962,-0.354,1320.998,0.066,219.48,-2.79,1.191,68.82,317.58,83.77,tread_wear,95.26,Healthy,none
169,5,RLI,drive,267910.2,24.28,58.84,458.14,90.3,1687.38,14.19,0.3,-0.0839,-0.0164,0.9728,2.289,1.854,1871.294,0.0518,312.93,-33.51,0.608,84.37,368.31,98.33,underinflation,17.83,Critical,pressure
28,1,RRO,drive,243543.3,28.78,39.48,675.5,59.63,1709.5,8.15,3.404,-0.0251,-0.0026,1.0006,-2.752,-1.125,1252.036,0.0146,209.06,-1.96,0.954,85.48,253.07,81.09,tread_wear,100.0,Healthy,none
149,6,FL,steer,73944.3,28.38,49.69,784.24,67.66,2263.33,9.88,11.527,0.0015,0.0081,1.0417,-2.759,-3.589,1551.818,0.0245,258.88,3.46,-0.174,66.57,288.6,35.96,normal,99.05,Healthy,none
37,1,FL,steer,208320.0,24.76,70.6,739.56,70.85,2653.61,7.73,0.3,-0.0791,-0.0109,0.8885,-2.818,2.089,2203.209,0.0792,366.41,-2.43,1.286,78.05,358.81,98.33,normal,72.07,Watch,tread_wear
199,3,RLI,drive,212626.9,17.25,14.26,848.08,36.24,1885.57,7.1,0.3,-0.0551,-0.0717,1.0322,-0.927,-3.69,455.609,0.0554,73.42,23.09,2.222,94.28,222.34,98.33,overinflation,45.53,Warning,tread_wear
85,1,FL,steer,257167.6,38.1,32.44,775.33,122.59,1604.9,4.35,0.3,-0.0942,-0.0202,1.0179,-2.741,-3.187,1011.9,0.0566,168.69,2.29,7.968,47.2,207.0,98.33,overheating,24.0,Critical,temperature
203,1,FL,steer,197423.5,26.14,69.91,736.73,65.39,2242.46,8.55,0.3,0.0932,-0.0228,0.9633,0.968,-2.906,2183.515,0.0593,363.34,-2.81,0.289,65.95,304.38,98.33,normal,66.7,Watch,tread_wear
198,5,RRO,drive,83204.0,29.42,62.04,497.78,88.12,1961.6,9.69,10.384,-0.0499,-0.0532,0.9979,-0.965,-4.103,1974.496,0.0421,330.34,-27.75,1.016,98.08,394.07,42.31,underinflation,34.64,Critical,pressure
126,3,RRO,drive,150186.3,14.54,76.66,706.48,53.88,1470.79,9.45,5.934,0.0338,-0.0301,1.0243,-2.907,-1.47,2437.06,0.0297,407.38,2.54,0.818,73.54,208.19,67.03,normal,96.95,Healthy,none
224,6,FR,steer,123057.9,20.18,60.44,731.27,60.84,2395.58,5.25,8.343,-0.0316,-0.0083,1.0195,-5.021,1.621,1881.597,0.022,312.26,-3.53,1.275,70.46,327.59,53.65,normal,96.27,Healthy,pressure
56,8,RRO,drive,40546.9,30.96,63.95,978.38,75.87,1944.08,8.38,13.832,-0.0064,-0.0419,0.972,1.698,-2.39,2039.732,0.0293,337.95,42.0,-0.095,97.2,198.7,23.16,overinflation,57.99,Warning,pressure
17,2,RRO,drive,262203.1,25.9,31.31,696.4,51.21,1153.45,11.26,0.3,-0.065,-0.0304,1.0413,-2.292,0.021,998.04,0.0478,165.2,1.07,0.843,57.67,165.63,98.33,normal,72.37,Watch,tread_wear
75,3,RRO,drive,17489.6,26.12,75.37,733.27,69.54,1122.5,9.55,16.298,0.0537,-0.0574,1.0352,3.678,-1.95,2400.355,0.0497,400.96,6.43,-0.164,56.12,153.08,9.45,normal,93.76,Healthy,pressure
112,8,RRO,drive,166153.4,22.91,100.0,701.23,75.13,1620.69,11.27,4.283,0.1099,-0.0474,0.9517,1.375,-3.846,3177.815,0.0745,528.07,1.77,1.057,81.03,231.12,76.21,normal,97.65,Healthy,none
246,6,FL,steer,7589.9,16.14,63.49,734.72,54.12,2701.97,35.49,17.22,-0.0306,0.0286,1.0083,1.345,-4.535,1986.614,0.0247,328.67,-3.07,0.148,79.47,367.76,4.33,deformation_bulge,87.52,Healthy,deformation
249,3,RLO,drive,162789.4,27.21,73.56,670.53,71.35,1091.18,12.01,0.3,0.5843,-0.6949,0.9073,2.718,-1.157,2340.386,0.5269,391.24,-2.68,0.508,54.56,162.73,98.33,vibration_imbalance,61.87,Watch,tread_wear
39,8,RRI,drive,226138.8,48.0,83.63,651.15,93.36,1487.94,9.88,0.3,-0.0021,-0.0071,0.9706,-1.991,-2.224,2663.371,0.0175,442.7,-5.49,1.968,74.4,228.51,98.33,normal,44.92,Warning,tread_wear
93,4,FR,steer,78888.8,42.87,27.09,766.91,72.78,1852.07,4.25,10.169,-0.0999,-0.0167,0.5405,-2.708,0.39,844.965,0.2717,137.43,1.18,0.028,54.47,241.5,43.5,vibration_imbalance,93.54,Healthy,none
61,6,FL,steer,276451.7,28.76,40.06,737.29,62.7,2781.58,5.27,0.3,-0.9819,1.5397,1.8603,-7.498,10.261,1247.537,1.1655,207.35,-2.73,0.647,81.81,377.27,98.33,vibration_imbalance,52.71,Warning,tread_wear
44,4,FR,steer,198324.0,28.38,59.09,757.98,64.16,2241.61,6.15,0.3,0.0528,-0.0191,1.001,-3.396,0.045,1839.068,0.0324,307.24,-0.0,1.109,65.93,295.73,98.33,normal,72.73,Watch,tread_wear
124,2,RRI,drive,287468.5,12.2,94.88,688.58,63.99,970.87,8.05,0.3,0.0432,0.0287,0.9889,0.659,2.785,3019.808,0.0306,503.77,-0.06,0.156,48.54,141.0,98.33,normal,72.39,Watch,tread_wear
85,7,RLO,drive,20686.7,21.24,37.93,730.59,52.39,1313.33,6.74,2.366,-0.0062,-0.0049,0.9753,-0.817,-0.35,1204.623,0.0149,201.77,6.04,0.586,65.67,179.76,86.85,tread_wear,90.37,Healthy,tread_wear
8,1,FR,steer,144243.3,39.2,49.86,748.51,67.96,2311.89,11.19,6.604,0.0427,-0.0031,0.9779,-0.166,-0.862,1554.083,0.0278,260.57,-1.25,1.506,68.0,308.87,63.31,normal,100.0,Healthy,none
176,3,RLO,drive,136033.6,22.46,39.85,675.95,57.97,1740.82,8.99,4.724,0.0139,0.024,0.9932,0.419,-2.435,1265.325,0.0165,211.57,-1.89,1.019,87.04,257.54,73.76,normal,94.58,Healthy,none
114,3,FL,steer,166856.8,23.62,46.87,789.11,62.13,2713.24,10.79,0.458,-0.0345,0.0236,0.999,0.274,0.882,1463.287,0.0241,242.19,4.1,0.946,79.8,343.84,97.46,normal,71.38,Watch,tread_wear
22,5,RRI,drive,289054.1,7.05,94.9,729.22,59.66,1338.57,11.33,0.3,0.07,-0.0441,1.0375,-0.39,2.703,3016.532,0.0525,501.46,5.84,0.197,66.93,183.56,98.33,normal,71.92,Watch,tread_wear
38,2,RRO,drive,23289.0,29.75,90.34,673.22,76.77,1255.05,14.14,15.593,-0.0008,0.0017,0.9961,-0.995,0.462,2878.084,0.0025,474.94,-2.29,0.074,62.75,186.43,13.37,normal,95.41,Healthy,temperature
187,8,RLO,drive,138710.7,29.58,46.5,925.72,65.15,1931.39,10.71,5.17,-0.0189,0.0805,0.9404,-1.62,0.05,1483.257,0.0589,245.73,34.36,-0.264,96.57,208.64,71.28,overinflation,64.93,Watch,pressure
47,7,FR,steer,107183.1,38.12,51.34,796.22,76.13,2876.81,7.99,7.41,0.0086,-0.0187,0.9088,-0.372,4.301,1603.838,0.054,264.12,5.04,1.244,84.61,361.31,58.84,normal,93.61,Healthy,temperature
76,2,RRI,drive,58165.0,48.0,66.4,524.72,107.97,1463.2,13.97,12.742,0.0465,-0.004,1.0009,-1.934,-0.809,2114.22,0.0269,350.79,-23.84,1.99,73.16,278.85,29.21,underinflation,32.52,Critical,pressure
175,1,FR,steer,297693.5,21.07,38.57,794.28,51.04,2060.5,6.11,0.3,-0.0212,-0.0023,1.0831,2.004,-1.762,1204.454,0.0495,199.44,4.79,0.574,60.6,259.42,98.33,normal,68.11,Watch,tread_wear
47,4,RRO,drive,233178.6,25.36,81.83,684.59,69.38,1379.61,12.28,0.3,0.0233,0.0206,1.0325,-1.797,2.735,2605.423,0.026,431.46,-0.64,0.98,68.98,201.52,98.33,normal,75.53,Watch,tread_wear
26,5,RRI,drive,143594.0,9.31,41.17,694.08,42.3,1583.29,7.86,4.626,0.0016,-0.0051,1.0599,-0.396,0.654,1308.325,0.0347,217.55,0.74,0.9,79.16,228.11,74.3,normal,98.03,Healthy,none
26,6,RLI,drive,92311.3,10.63,85.12,684.23,63.81,1266.3,14.64,10.333,0.1366,0.0233,1.008,-0.731,-2.311,2710.447,0.0801,451.72,-0.69,1.094,63.32,185.07,42.59,normal,98.77,Healthy,none
86,8,RRO,drive,133212.3,30.26,68.73,724.09,76.26,2417.47,11.06,3.673,0.0674,-0.0047,1.0485,0.873,1.349,2185.185,0.048,365.78,5.09,0.776,120.87,333.86,79.59,overload,63.53,Watch,load
47,2,FL,steer,140483.1,45.78,42.12,780.51,74.78,2222.25,9.0,5.405,-0.0347,0.0378,0.9729,0.881,0.866,1315.046,0.0335,218.5,2.97,0.269,65.36,284.72,69.97,normal,92.62,Healthy,none
189,2,FL,steer,213585.6,29.34,53.23,789.43,63.33,2058.13,7.73,0.3,0.0516,-0.0507,0.925,0.057,2.549,1665.52,0.0601,276.21,4.15,1.241,60.53,260.71,98.33,normal,72.39,Watch,tread_wear
226,1,RRI,drive,271330.6,30.95,76.25,648.89,76.16,1300.47,13.86,0.3,0.0311,-0.0487,0.9939,-0.285,0.954,2427.761,0.0335,404.11,-5.82,1.077,65.02,200.41,98.33,normal,56.79,Warning,tread_wear
38,8,FL,steer,37608.9,25.02,62.88,764.81,66.56,1846.81,10.41,13.871,0.049,-0.1106,1.0233,-1.581,-0.698,1966.72,0.0711,326.87,0.9,1.033,54.32,241.47,22.94,normal,100.0,Healthy,none
101,3,RRI,drive,253423.2,28.86,70.57,485.25,98.28,1765.66,13.86,0.3,0.0377,0.0528,1.021,-2.299,-0.65,2244.644,0.0394,379.41,-29.57,0.545,88.28,363.87,98.33,underinflation,10.83,Critical,pressure
138,2,RLI,drive,162530.4,41.17,3.6,695.52,59.13,951.43,6.67,0.987,-0.0183,-0.0054,0.9872,-3.717,1.027,111.376,0.0132,21.24,0.95,0.542,47.57,136.79,94.52,normal,74.85,Watch,tread_wear
182,1,RRI,drive,88734.0,34.92,50.69,703.43,69.53,1166.59,9.8,8.276,-0.0032,0.0026,0.9523,-2.705,0.198,1614.301,0.0276,269.91,2.09,-0.602,58.33,165.84,54.02,normal,97.27,Healthy,none
215,7,FL,steer,46065.5,15.77,32.57,766.9,41.77,3011.73,8.64,12.586,0.0398,0.0144,0.9453,0.798,3.603,1017.606,0.0399,169.24,1.17,0.035,88.58,392.71,30.08,normal,100.0,Healthy,none
168,8,FR,steer,49499.5,27.56,79.57,762.01,69.96,3025.53,8.57,14.303,0.0445,-0.0313,1.0668,-2.691,-0.646,2479.793,0.0498,415.81,0.53,0.552,88.99,397.04,20.54,normal,99.06,Healthy,none
155,5,RLO,drive,184072.2,25.4,54.62,720.34,63.93,1202.43,7.22,0.3,-0.019,-0.078,0.9681,0.955,-0.23,1739.525,0.0499,286.53,4.55,1.187,60.12,166.93,98.33,normal,68.31,Watch,tread_wear
71,3,FL,steer,176012.5,24.83,95.68,790.45,73.64,2704.66,9.61,0.3,0.1081,0.014,1.0423,3.287,-3.373,2990.959,0.0675,499.3,4.28,0.984,79.55,342.17,98.33,normal,67.63,Watch,tread_wear
97,2,RRO,drive,151797.4,22.09,57.12,691.83,64.87,2507.54,10.62,3.357,-0.0075,-0.0128,0.9235,-2.033,-1.423,1818.633,0.045,304.51,0.41,0.494,125.38,362.45,81.35,overload,74.71,Watch,load
96,4,FR,steer,80143.0,20.42,50.33,746.21,51.86,2095.01,12.33,10.821,-0.073,-0.0709,0.977,1.182,-0.124,1568.377,0.0602,261.65,-1.55,0.365,61.62,280.75,39.88,normal,94.27,Healthy,none
216,1,FR,steer,110817.6,33.11,92.68,740.46,86.31,1963.05,10.66,6.105,0.065,0.0464,0.9764,-5.505,3.575,2892.582,0.0481,482.41,-2.31,0.501,57.74,265.11,66.09,normal,82.93,Healthy,temperature
158,3,FR,steer,94034.8,32.89,40.89,763.73,65.39,2328.58,10.27,10.402,0.089,-0.0365,0.9299,0.131,0.791,1277.875,0.0687,212.07,0.76,0.144,68.49,304.89,42.21,normal,100.0,Healthy,none
66,5,RLO,drive,274661.3,37.31,39.31,555.53,97.98,1818.15,13.33,0.256,0.0791,-0.0158,0.9881,0.748,0.308,1249.106,0.0471,210.03,-19.37,0.598,90.91,327.28,98.58,multi_fault,14.37,Critical,pressure
213,1,RRI,drive,90203.7,33.22,39.9,717.91,64.8,987.49,10.35,10.055,0.0773,-0.0219,0.9737,1.084,1.099,1269.101,0.0488,210.35,4.2,1.242,49.37,137.55,44.14,normal,93.6,Healthy,none
123,6,RLI,drive,123111.8,34.73,73.02,672.63,78.81,965.69,8.47,7.034,-0.0076,-0.056,0.9907,-0.939,-2.057,2326.316,0.0331,387.93,-2.38,0.569,48.28,143.57,60.92,normal,88.47,Healthy,temperature
215,6,RRO,drive,257940.6,29.62,62.39,721.74,67.47,1436.19,7.59,0.3,0.0062,0.0674,0.9552,1.036,-0.422,1985.482,0.0469,331.54,4.75,0.124,71.81,198.99,98.33,normal,66.46,Watch,tread_wear
192,2,RLO,drive,150570.5,30.41,59.96,486.88,91.87,2068.98,16.38,2.139,-0.0098,-0.0236,1.0025,-1.406,1.519,1905.126,0.0148,316.67,-29.34,-0.139,103.45,424.95,88.12,underinflation,17.76,Critical,pressure
66,3,RRO,drive,101836.4,27.57,66.81,696.04,68.98,2130.0,7.77,7.455,0.0071,0.0755,1.0465,1.315,-1.469,2124.384,0.0514,352.02,1.02,0.343,106.5,306.02,58.58,overload,82.03,Healthy,load
194,7,RRI,drive,76169.1,34.1,26.24,693.44,64.78,2323.91,11.93,11.6,-0.0197,0.032,0.9753,-3.904,-0.808,837.835,0.0259,137.86,0.64,0.048,116.2,335.13,35.56,overload,81.27,Healthy,load
28,3,RRO,drive,240692.9,26.19,66.77,683.22,68.35,1808.95,8.43,0.3,-0.0265,-0.0267,0.9853,2.103,-1.214,2126.116,0.0233,352.57,-0.84,1.081,90.45,264.77,98.33,normal,71.78,Watch,tread_wear
67,7,FR,steer,181728.5,20.08,38.85,731.24,52.78,2872.36,3.56,0.3,0.0476,0.0467,1.0364,-0.174,-0.51,1213.771,0.0439,201.58,-3.53,1.155,84.48,392.81,98.33,normal,66.8,Watch,tread_wear
39,1,FR,steer,213974.1,19.23,100.0,528.62,101.21,2750.99,14.92,0.3,0.0026,0.0015,0.9918,1.475,-2.826,3119.191,0.005,520.03,-30.26,-0.087,80.91,520.41,98.33,underinflation,7.75,Critical,pressure
87,7,FR,steer,14041.3,29.88,64.99,766.71,73.08,1570.99,10.04,15.933,0.0166,0.1238,1.0439,2.686,0.595,2032.068,0.0765,340.69,1.15,0.841,46.21,204.9,11.48,normal,98.42,Healthy,none
120,8,FR,steer,213156.9,23.1,5.47,548.89,80.4,2336.86,14.27,0.206,0.0505,-0.19,0.9188,-2.199,2.782,170.78,0.1228,27.27,-27.59,0.691,68.73,425.74,98.85,multi_fault,27.66,Critical,pressure
234,4,RRI,drive,124515.8,35.41,58.38,680.12,74.77,1116.51,4.58,6.102,-0.0057,-0.0523,1.0707,1.814,-2.23,1860.966,0.0509,310.54,-1.29,-0.299,55.83,164.16,66.1,normal,93.72,Healthy,none
92,7,RRO,drive,185323.1,25.6,57.46,691.05,62.55,1284.11,9.79,0.3,-0.0551,0.0582,0.9962,-5.002,-2.509,1829.171,0.0463,303.33,0.3,0.677,64.21,185.82,98.33,normal,74.44,Watch,tread_wear
109,8,RRO,drive,24015.4,24.15,63.36,744.27,115.44,1852.13,3.92,15.839,0.0231,0.0826,0.9437,-2.787,0.161,2021.501,0.0592,337.69,8.02,7.187,92.61,248.85,12.01,overheating,51.91,Warning,temperature
108,1,RLI,drive,278511.4,32.45,50.24,678.74,66.92,1260.15,9.13,0.3,0.0563,-0.0234,0.9976,1.62,-3.229,1601.59,0.0352,263.11,-1.49,1.779,63.01,185.66,98.33,normal,70.51,Watch,tread_wear
12,1,RRO,drive,224277.5,37.82,53.16,727.61,77.05,1258.2,11.22,1.863,-0.0493,-0.028,0.982,4.556,-2.524,1691.232,0.0343,280.37,5.6,0.663,62.91,172.92,89.65,tread_wear,81.94,Healthy,tread_wear
91,4,FR,steer,192429.0,37.13,77.93,737.32,84.35,1262.04,10.04,0.3,0.0646,0.0249,0.958,-0.957,0.1,2439.027,0.0467,407.72,-2.73,1.118,37.12,171.17,98.33,normal,55.67,Warning,tread_wear
144,1,RRO,drive,3341.6,32.8,83.06,559.83,105.0,1510.6,12.83,14.959,-0.0405,-0.1069,1.0432,1.869,0.405,2647.94,0.0705,440.08,-18.75,0.77,75.53,269.83,16.9,multi_fault,41.14,Warning,pressure
65,5,RLO,drive,244708.4,34.68,94.39,483.72,101.89,1461.16,8.6,0.3,0.0229,-0.0473,0.9347,1.229,1.338,3006.04,0.0484,499.35,-29.79,1.065,73.06,302.07,98.33,underinflation,6.07,Critical,pressure
227,6,RRO,drive,241868.5,25.46,91.2,680.06,124.32,1147.64,9.36,0.3,-0.0404,0.0346,0.9347,0.865,0.682,2908.167,0.0486,480.93,-1.3,6.682,57.38,168.76,98.33,overheating,30.23,Critical,temperature
218,8,FR,steer,122056.9,30.33,51.73,762.33,73.18,3133.48,4.83,7.032,0.0236,-0.013,1.0382,0.698,0.096,1607.199,0.027,267.13,0.57,0.678,92.16,411.04,60.93,normal,93.38,Healthy,none
219,7,FL,steer,122301.4,14.89,65.01,769.83,55.38,1645.1,6.98,7.566,0.0017,-0.0157,1.0162,-0.778,1.612,2027.264,0.0131,339.17,1.56,1.036,48.39,213.7,57.97,normal,97.91,Healthy,none
42,5,RRI,drive,145422.5,25.88,18.24,653.89,57.02,1034.39,9.97,1.501,-0.0271,0.0522,0.8907,0.26,-1.066,580.606,0.0717,95.41,-5.1,-0.143,51.72,158.19,91.66,normal,77.72,Watch,tread_wear
100,4,RLI,drive,107465.8,32.97,49.52,681.85,69.71,1385.33,30.7,5.292,-0.0292,-0.0321,0.9093,0.757,-1.033,1578.612,0.058,261.97,-1.04,0.6,69.27,203.17,70.6,deformation_bulge,94.39,Healthy,deformation
24,5,RLI,drive,241597.5,15.91,45.06,677.63,49.34,1581.47,7.8,0.3,0.0161,0.0693,0.9631,1.304,-1.016,1435.138,0.0463,236.42,-1.65,0.7,79.07,233.38,98.33,normal,69.06,Watch,tread_wear
219,4,FL,steer,159563.6,28.4,54.15,801.16,62.69,3738.06,13.81,3.925,0.0853,-0.0475,1.0079,-0.077,2.297,1686.186,0.0565,281.41,5.69,1.238,109.94,466.58,78.19,normal,77.94,Watch,load
27,5,RLO,drive,46501.4,32.53,56.04,691.26,70.1,1321.34,10.19,14.105,0.0471,0.0419,0.9626,-1.857,-1.925,1784.883,0.0423,296.49,0.33,0.21,66.07,191.15,21.64,normal,100.0,Healthy,none
32,5,RRO,drive,85805.4,7.72,39.63,714.57,39.55,1274.49,10.93,8.102,0.0629,-0.0248,0.937,0.367,0.033,1260.783,0.0534,211.01,3.71,0.979,63.72,178.36,54.99,normal,98.42,Healthy,none
22,5,FL,steer,154910.3,29.43,75.89,768.88,72.8,2195.17,5.53,2.55,-0.024,0.0451,1.052,-1.558,0.161,2368.256,0.0421,394.5,1.44,0.858,64.56,285.5,85.84,normal,92.33,Healthy,none
73,7,RRI,drive,294975.7,21.83,92.26,685.0,74.53,1956.61,7.52,0.3,-0.0748,0.2352,0.8325,5.789,2.5,2936.542,0.1722,490.33,-0.58,0.928,97.83,285.64,98.33,vibration_imbalance,58.4,Warning,tread_wear
111,5,RLO,drive,279427.6,23.18,85.9,683.75,109.52,1797.47,3.08,0.3,0.0063,-0.005,0.9116,-2.31,0.859,2735.217,0.0513,456.06,-0.76,5.109,89.87,262.88,98.33,overheating,39.98,Critical,temperature
175,6,RLI,drive,222391.0,25.9,63.52,685.31,68.41,1037.22,8.51,0.3,-0.0224,-0.1179,1.0011,1.483,0.955,2021.396,0.0693,336.59,-0.54,1.852,51.86,151.35,98.33,normal,72.55,Watch,tread_wear
13,6,FR,steer,152071.6,19.73,36.75,414.99,89.41,2550.1,13.84,4.119,0.0339,0.0808,0.9971,0.095,-1.013,1145.959,0.0506,190.98,-45.25,1.01,75.0,614.49,77.11,underinflation,46.51,Warning,pressure
236,7,RLO,drive,37295.1,27.18,49.55,691.02,65.41,1965.74,7.67,15.173,0.0111,-0.0295,0.888,-0.824,0.026,1581.161,0.0671,265.01,0.29,1.141,98.29,284.47,15.71,normal,92.97,Healthy,load
235,2,RRI,drive,114213.8,25.26,48.5,659.08,108.25,1574.34,11.55,5.33,0.0588,0.0407,0.9393,-1.16,-2.632,1546.744,0.0542,257.18,-4.34,5.796,78.72,238.87,70.39,overheating,65.08,Watch,temperature
191,8,FR,steer,86807.7,13.93,58.41,784.89,97.57,2748.14,13.57,8.832,-0.038,0.0145,0.9941,1.611,2.415,1820.475,0.0237,303.97,3.55,8.095,80.83,350.13,50.93,overheating,66.96,Watch,temperature
6,4,RRI,drive,4637.1,36.94,60.63,659.63,78.28,1318.65,42.93,17.721,-0.0208,0.0305,1.018,-0.886,1.674,1930.582,0.0237,320.81,-4.26,0.838,65.93,199.91,1.55,deformation_bulge,73.43,Watch,deformation
20,1,RLO,drive,167806.3,34.5,37.62,659.91,65.03,1604.02,9.4,0.3,-0.017,0.0258,1.0579,5.044,-2.399,1197.734,0.0379,197.83,-4.22,1.759,80.2,243.07,98.33,normal,65.7,Watch,tread_wear
208,3,FR,steer,75812.0,20.83,72.07,767.22,68.93,2474.44,12.51,10.097,0.052,0.0203,0.9865,-0.593,1.998,2242.161,0.0331,376.13,1.22,0.044,72.78,322.52,43.91,normal,100.0,Healthy,none
67,6,FL,steer,186255.9,26.76,68.01,749.93,74.34,2315.16,10.98,0.3,-0.0118,0.0024,0.9355,-1.454,1.162,2121.705,0.0379,351.11,-1.06,1.697,68.09,308.72,98.33,normal,67.76,Watch,tread_wear
181,3,RLO,drive,262281.7,13.8,42.07,666.38,46.42,1149.87,7.27,0.3,0.0103,-0.0191,1.05,-2.117,3.129,1344.187,0.0315,222.77,-3.28,0.358,57.49,172.55,98.33,normal,67.94,Watch,tread_wear
226,3,RLI,drive,62161.2,26.81,63.47,703.16,67.74,1693.54,7.45,11.78,0.0245,-0.0385,1.0153,2.422,-0.505,2019.002,0.0278,339.08,2.05,0.245,84.68,240.85,34.55,normal,99.19,Healthy,none
247,4,RLO,drive,299533.3,24.92,14.0,691.41,45.21,1760.95,7.44,2.262,0.1147,-0.1047,0.9,-0.93,1.379,445.029,0.1066,74.42,0.35,0.178,88.05,254.69,87.43,tread_wear,97.12,Healthy,tread_wear
185,4,RLO,drive,223649.1,18.08,75.28,669.41,58.86,1169.51,9.36,0.3,-0.0259,0.0335,1.0148,-3.0,0.116,2397.596,0.0259,399.2,-2.84,1.451,58.48,174.71,98.33,normal,70.26,Watch,tread_wear
92,3,RLI,drive,77361.6,23.04,21.54,696.32,44.38,1361.88,8.67,11.194,-0.0351,-0.0442,1.0051,-1.454,-2.911,685.646,0.0327,115.15,1.06,0.812,68.09,195.58,37.81,normal,99.45,Healthy,none
27,6,FR,steer,16675.6,22.19,9.32,734.16,40.84,2265.95,6.93,16.346,0.0272,-0.0281,0.961,1.285,-1.472,288.529,0.0319,46.34,-3.15,0.877,66.65,308.65,9.19,normal,96.85,Healthy,pressure
225,8,FL,steer,266316.9,34.0,46.2,726.44,65.73,2267.75,11.08,0.3,0.0252,0.0737,0.9831,-3.264,-2.65,1446.259,0.046,240.76,-4.16,0.824,66.7,312.17,98.33,normal,64.79,Watch,tread_wear
